ano_ingresso,ano_nasc,ano_referencia,atingiu_pv,ativo_inativo,avaliador_1,avaliador_2,avaliador_3,avaliador_4,avaliador_5,avaliador_6,cf,cg,ct,defasagem,destaque_ida,destaque_ieh,destaque_ipv,escola,fase,fase_ideal,genero,iaa,ian,ida,idade,ieg,inde_2023,inde_2024,inde_22,inde_23,indicado,ingles,instituicao_de_ensino,ipp,ips,ipv,matematica,num_av,pedra_20,pedra_2023,pedra_2024,pedra_21,pedra_22,pedra_23,portugues,rec_av1,rec_av2,rec_av3,rec_av4,rec_psicologia,turma,inde,pedra,genero_NUM,pedra_20_NUM,pedra_2023_NUM,pedra_2024_NUM,pedra_21_NUM,pedra_22_NUM,pedra_23_NUM,pedra_NUM
2022,2011,,0,,Avaliador-5,Avaliador-2,nan,nan,,,85.0,326.0,5.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Masculino,9.0,5.0,6.0,12.0,9.7,,7.7730935185,7.475,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.833,5.0,2.0,nan,Ametista,Ametista,nan,Ametista,nan,7.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,nan,Não atendido,U,7.475,nan,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
"202300,00%",,,0,,Avaliador-13,Avaliador-2,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,ALFA (1° e 2° ano),Feminino,7.4,10.0,8.3,12.0,8.8,8,7.7730935185,7.306,7.5595,nan,6.7,Pública,6.6,3.1,7.09,8.5,2.0,nan,Ametista,Ametista,nan,nan,nan,8.0,nan,nan,nan,nan,nan,ALFA N - G2/G3,8,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2021,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,1.0,nan,nan,nan,Bolsista Universitário *Formado (a),9.0,Fase 8 (Universitários),Masculino,8.8,10.0,6.7,12.0,8.7,,7.7730935185,7.306,7.5595,nan,6.7,Bolsista Universitário *Formado (a),7.5,7.5,7.5875,6.3,0.0,nan,Ametista,INCLUIR,nan,nan,nan,6.7,nan,nan,,,nan,9,,nan,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"202300,00%",,,0,Cursando,Avaliador-15,Avaliador-2,nan,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Helio Luiz Dobrochinski Prof,2.0,Fase 1 (3° e 4° ano),Feminino,9.0,10.0,7.8,9.0,9.5,,8.0,7.306,7.916,nan,6.7,Pública,8.1,6.3,7.8,7.5,2.0,nan,Ametista,Topázio,nan,nan,Ametista,8.0,nan,nan,,,nan,1N,8.0,nan,1,0.0,2.0,3.0,0.0,0.0,2.0,0.0
"202100,00%",,,0,Cursando,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,Avaliador-26,nan,67.0,430.5,6.0,-2.0,nan,nan,nan,Colégio Nogueira e Sonho de Criança,2.0,Fase 6 (2° EM),Masculino,7.9,5.0,4.2,12.0,4.9,,6.0,4.786,4.406,nan,7.0,Privada,7.0,7.5,6.3,1.0,5.0,nan,Ametista,Quartzo,Quartzo,Quartzo,Quartzo,4.5,nan,nan,,,nan,4F,6.0,nan,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2023,,,0,Cursando,Avaliador-14,Avaliador-3,Avaliador-15,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Dom Pedro Villas Boas de Souza,2.0,Fase 2 (5° e 6° ano),Masculino,9.0,5.0,9.0,10.0,7.7,,8.0,7.306,8.215,nan,6.7,Pública,8.4,7.5,7.8,10.0,3.0,nan,Ametista,Ametista,nan,nan,Topázio,8.0,nan,nan,,,nan,1A,8.0,nan,0,0.0,2.0,2.0,0.0,0.0,3.0,0.0
"202200,00%",,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 2 (5° e 6° ano),Masculino,0.0,10.0,5.6,11.0,7.1,6,7.7730935185,7.619,7.5595,nan,6.7,Pública,8.1,5.0,7.0025,3.8,3.0,nan,Agata,Ametista,nan,Ametista,nan,7.3,nan,nan,nan,nan,nan,2D,6,nan,0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
2022,2011,,0,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,86.0,329.0,7.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Masculino,7.5,5.0,7.0,12.0,9.7,,7.7730935185,7.461,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.722,6.0,3.0,nan,Ametista,Ametista,nan,Ametista,nan,8.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,A,7.461,nan,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2020,2012,,0,,Avaliador-7,Avaliador-3,nan,nan,,,78.0,299.0,5.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Feminino,8.0,5.0,7.6,12.0,9.6,,7.7730935185,7.525,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.167,6.3,3.0,Topázio,Ametista,Ametista,Ametista,Ametista,nan,8.8,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,J,7.525,Topázio,1,3.0,2.0,2.0,2.0,2.0,0.0,3.0
2021,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,1.0,nan,nan,nan,Faculdade (FIAP),9.0,Fase 8 (Universitários),Masculino,8.8,10.0,6.7,12.0,8.7,,7.7730935185,7.306,7.5595,nan,6.7,Privada,7.5,7.5,7.5875,6.3,0.0,nan,Ametista,INCLUIR,nan,nan,nan,6.7,nan,nan,,,nan,9,,nan,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"202400,00%",,,0,Cursando,Avaliador-20,Avaliador-21,Avaliador-17,Avaliador-26,Avaliador-10,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Donizetti Aparecido Leite Professor,2.0,Fase 4 (9° ano),Feminino,8.3,5.0,2.7,12.0,5.0,,6.0,7.306,7.5595,nan,4.0,Pública,7.1,7.5,6.8,2.0,5.0,nan,Ametista,Quartzo,nan,nan,nan,2.0,nan,nan,,,nan,3M,6.0,nan,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2021,2007,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,42.0,363.0,2.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3.0,Fase 5 (1º EM),Feminino,7.9,5.0,7.1,12.0,8.5,,7.7730935185,7.397,7.5595,Sim,7.7,Escola Pública,7.5,7.5,7.292,6.3,4.0,nan,Ametista,Ametista,Ametista,Ametista,nan,7.2,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Não atendido,D,7.397,nan,1,0.0,2.0,2.0,2.0,2.0,0.0,0.0
2022,2012,,0,,Avaliador-13,Avaliador-3,nan,nan,,,150.0,526.0,10.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Feminino,9.5,5.0,6.3,12.0,8.4,,7.7730935185,6.896,7.5595,Não,6.7,Escola Pública,7.5,5.6,7.417,7.3,2.0,nan,Ametista,Ametista,nan,Ágata,nan,5.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,nan,Sem limitações,J,6.896,nan,1,0.0,2.0,2.0,0.0,1.0,0.0,0.0
2022,2014,,0,,Avaliador-13,Avaliador-3,nan,nan,,,55.0,211.0,5.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0.0,ALFA  (2º e 3º ano),Masculino,9.5,10.0,5.4,12.0,9.6,,7.7730935185,7.776,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.5,4.3,2.0,nan,Ametista,Ametista,nan,Ametista,nan,6.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,nan,Não atendido,U,7.776,nan,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2019,2010,,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,59.0,401.0,4.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2.0,Fase 3 (7º e 8º ano),Masculino,7.0,5.0,7.3,12.0,9.1,,7.7730935185,7.28,7.5595,Não,6.7,Escola Pública,7.5,8.1,7.222,5.3,3.0,Ametista,Ametista,Ametista,Ametista,Ametista,nan,9.2,Promovido de Fase,Promovido de Fase,Promovido de Fase,nan,Sem limitações,Q,7.28,Ametista,0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
"202400,00%",,,0,Cursando,Avaliador-11,Avaliador-2,Avaliador-9,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Chácara Florida II,2.0,ALFA (1° e 2° ano),Feminino,10.0,10.0,8.0,8.0,9.3,,8.0,7.306,7.5595,nan,6.7,Pública,7.5,3.8,7.1,10.0,3.0,nan,Ametista,Topázio,nan,nan,nan,6.0,nan,nan,,,nan,ALFA A - G0/G1,8.0,nan,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0
"202200,00%",,,0,Cursando,Avaliador-18,Avaliador-17,Avaliador-15,Avaliador-2,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Luiz Schunck,2.0,Fase 1 (3° e 4° ano),Masculino,9.0,10.0,7.0,10.0,7.9,,8.0,8.121,7.863,nan,6.7,Pública,7.5,7.5,7.1,6.0,4.0,nan,Ametista,Ametista,nan,Topázio,Ametista,8.0,nan,nan,,,nan,1R,8.0,nan,0,0.0,2.0,2.0,0.0,3.0,2.0,0.0
2020,2012,,0,,Avaliador-11,Avaliador-3,nan,nan,,,64.0,241.0,3.0,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Feminino,10.0,5.0,8.5,12.0,8.1,,7.7730935185,7.679,7.5595,Não,6.7,Escola Pública,7.5,6.9,8.083,8.8,2.0,Ametista,Ametista,Ametista,Ágata,Ametista,nan,8.2,Promovido de Fase,Mantido na Fase atual,Não avaliado,nan,Não atendido,F,7.679,Ametista,1,2.0,2.0,2.0,1.0,2.0,0.0,2.0
2022,2013,,0,,Avaliador-11,Avaliador-3,nan,nan,,,34.0,122.0,5.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Masculino,10.0,5.0,9.1,12.0,9.0,,7.7730935185,8.084,7.5595,Sim,6.7,Escola Pública,7.5,7.5,8.25,9.6,2.0,nan,Ametista,Ametista,nan,Topázio,nan,8.6,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,nan,Não atendido,K,8.084,nan,0,0.0,2.0,2.0,0.0,3.0,0.0,0.0
2019,2011,,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,60.0,409.0,6.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2.0,Fase 2 (5º e 6º ano),Masculino,8.5,10.0,4.5,12.0,8.3,,7.7730935185,7.263,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.5,2.3,3.0,Topázio,Ametista,Ametista,Ametista,Ametista,nan,6.7,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,B,7.263,Topázio,0,3.0,2.0,2.0,2.0,2.0,0.0,3.0
2023,,,0,,Avaliador-11,Avaliador-2,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,ALFA (1° e 2° ano),Masculino,9.0,10.0,8.4,8.0,8.6,8,7.7730935185,7.306,7.5595,nan,6.7,Pública,5.9,7.5,7.5,7.5,2.0,nan,Topázio,Ametista,nan,nan,nan,9.2,nan,nan,nan,nan,nan,ALFA V - G0/G1,8,nan,0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
2023,,,0,,Avaliador-13,Avaliador-3,nan,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Feminino,9.0,5.0,6.8,9.0,10.0,8,7.7730935185,7.306,7.5595,nan,6.7,Pública,7.5,3.8,9.51,6.5,2.0,nan,Ametista,Ametista,nan,nan,nan,7.0,nan,nan,nan,nan,nan,ALFA J - G2/G3,8,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2022,2010,,0,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,98.0,379.0,6.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1.0,Fase 3 (7º e 8º ano),Masculino,8.0,5.0,7.1,12.0,9.3,,7.7730935185,7.336,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.056,5.8,3.0,nan,Ametista,Ametista,nan,Ametista,nan,8.3,Promovido de Fase,Promovido de Fase,Promovido de Fase,nan,Não atendido,C,7.336,nan,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2021,2009,,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,127.0,690.0,10.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2.0,Fase 3 (7º e 8º ano),Feminino,9.0,5.0,4.8,12.0,5.6,,7.7730935185,6.287,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.167,5.0,3.0,nan,Ametista,Ametista,Ametista,Ágata,nan,4.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,Q,6.287,nan,1,0.0,2.0,2.0,2.0,1.0,0.0,0.0
2022,2010,,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,146.0,780.0,13.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,2.0,Fase 3 (7º e 8º ano),Masculino,8.5,5.0,2.6,12.0,7.3,,7.7730935185,5.557,7.5595,Não,6.7,Escola Pública,7.5,5.0,5.778,2.2,3.0,nan,Ametista,Ametista,nan,Quartzo,nan,3.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Requer avaliação,M,5.557,nan,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2019,2005,,1,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,7.0,177.0,7.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6.0,Fase 7 (3º EM),Feminino,9.2,5.0,6.8,12.0,9.0,,7.7730935185,7.876,7.5595,Não,7.8,Rede Decisão,7.5,6.9,8.944,8.5,4.0,Topázio,Ametista,Ametista,Ametista,Ametista,nan,4.3,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Sem limitações,A,7.876,Topázio,1,3.0,2.0,2.0,2.0,2.0,0.0,3.0
2022,2009,,0,,Avaliador-5,Avaliador-27,Avaliador-15,nan,,,28.0,187.0,1.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2.0,Fase 3 (7º e 8º ano),Feminino,9.0,5.0,8.8,12.0,8.7,,7.7730935185,7.845,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.778,8.0,3.0,nan,Ametista,Ametista,nan,Ametista,nan,9.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,nan,Não atendido,Q,7.845,nan,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2020,2005,,0,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,20.0,834.0,12.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,7.0,Fase 7 (3º EM),Feminino,0.0,10.0,1.5,12.0,4.0,,7.7730935185,4.832,7.5595,Sim,0.7,Escola Pública,7.5,6.9,6.389,2.7,4.0,Ágata,Ametista,Ametista,Ágata,Quartzo,nan,1.1,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Sem limitações,A,4.832,Ágata,1,1.0,2.0,2.0,1.0,0.0,0.0,1.0
2022,,,0,Cursando,Avaliador-19,Avaliador-5,Avaliador-2,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Joaquim Mendes Feliz,2.0,Fase 2 (5° e 6° ano),Feminino,8.0,10.0,7.3,11.0,8.8,,8.0,7.729,7.964,nan,6.7,Pública,8.4,6.9,7.5,5.0,3.0,nan,Ametista,Topázio,nan,Ametista,Ametista,9.5,nan,nan,,,nan,2C,8.0,nan,1,0.0,2.0,3.0,0.0,2.0,2.0,0.0
"202300,00%",,,0,,Avaliador-13,Avaliador-3,nan,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Masculino,10.0,5.0,8.6,9.0,9.2,8,7.7730935185,7.306,7.5595,nan,6.7,Pública,7.5,3.8,10.01,8.7,2.0,nan,Topázio,Ametista,nan,nan,nan,8.5,nan,nan,nan,nan,nan,ALFA T - G2/G3,8,nan,0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
2022,2013,,0,,Avaliador-13,Avaliador-3,nan,nan,,,131.0,444.0,9.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Feminino,9.5,5.0,6.9,12.0,7.1,,7.7730935185,7.139,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.833,7.3,2.0,nan,Ametista,Ametista,nan,Ametista,nan,6.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,nan,Não atendido,U,7.139,nan,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2022,,,0,,Avaliador-13,Avaliador-3,nan,nan,,,67.0,430.5,6.0,-2.0,nan,nan,nan,,2.0,Fase 2 (5° e 6° ano),Feminino,0.0,5.0,7.1,10.0,9.1,7,7.7730935185,6.672,7.5595,nan,6.7,Pública,7.5,3.8,9.01,7.3,2.0,nan,Agata,Ametista,nan,Ágata,nan,6.8,nan,nan,nan,nan,nan,ALFA E - G2/G3,7,nan,1,0.0,1.0,2.0,0.0,1.0,0.0,0.0
2021,2013,,0,,Avaliador-13,Avaliador-3,nan,nan,,,161.0,575.0,8.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,0.0,Fase 1 (4º ano),Feminino,8.0,5.0,7.6,12.0,5.9,,7.7730935185,6.731,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.083,7.3,2.0,nan,Ametista,Ametista,Ametista,Ágata,nan,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,nan,Não atendido,G,6.731,nan,1,0.0,2.0,2.0,2.0,1.0,0.0,0.0
2021,,,0,Cursando,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,Avaliador-26,nan,67.0,430.5,6.0,-3.0,nan,nan,nan,EE Paschoal Carlos Magno,2.0,Fase 7 (3° EM),Feminino,8.8,2.5,6.7,17.0,6.4,,7.0,4.572,6.411,nan,6.0,Pública,7.9,5.6,8.5,4.0,5.0,nan,Ametista,Agata,Quartzo,Quartzo,Agata,10.0,nan,nan,,,nan,4F,7.0,nan,1,0.0,2.0,1.0,0.0,0.0,1.0,0.0
2024,,,0,Cursando,Avaliador-16,Avaliador-26,Avaliador-22,Avaliador-10,Avaliador-7,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE João Ortiz Rodrigues,2.0,Fase 4 (9° ano),Masculino,8.8,5.0,5.8,14.0,8.0,,7.0,7.306,7.5595,nan,5.0,Pública,7.3,7.5,7.1,4.5,5.0,nan,Ametista,Ametista,nan,nan,nan,8.0,nan,nan,,,nan,3F,7.0,nan,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2021,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,Colégio Albert Einstein - SP,2.0,Fase 7 (3° EM),Feminino,9.2,10.0,0.0,12.0,0.0,,4.8238,7.306,7.5595,nan,0.0,Privada - Programa de Apadrinhamento,7.5,6.6,7.5,0.0,0.0,nan,Ametista,Quartzo,nan,nan,nan,0.0,nan,nan,,,nan,7E,4.8238,nan,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"202100,00%",,,0,Cursando,Avaliador-20,Avaliador-19,Avaliador-2,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Helio Luiz Dobrochinski Prof,2.0,Fase 2 (5° e 6° ano),Feminino,9.0,10.0,8.3,12.0,8.3,,8.0,7.306,7.5595,nan,6.7,Pública,8.8,7.5,8.2,8.5,3.0,nan,Ametista,Topázio,nan,nan,nan,8.0,nan,nan,,,nan,2M,8.0,nan,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0
"202300,00%",,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Feminino,9.5,5.0,5.0,12.0,9.5,7,7.7730935185,7.306,7.5595,nan,6.7,Pública,8.8,2.5,8.4225,3.5,3.0,nan,Ametista,Ametista,nan,nan,nan,6.5,nan,nan,nan,nan,nan,2B,7,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2021,2008,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,77.0,590.0,11.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3.0,Fase 4 (9º ano),Feminino,9.2,5.0,5.7,12.0,6.7,,7.7730935185,6.695,7.5595,Sim,3.2,Escola Pública,7.5,6.3,7.208,7.0,4.0,nan,Ametista,Ametista,Ágata,Ágata,nan,6.8,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase + Bolsa,Requer avaliação,K,6.695,nan,1,0.0,2.0,2.0,1.0,1.0,0.0,0.0
2022,2008,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,19.0,121.0,6.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 4 (9º ano),Feminino,10.0,5.0,7.8,12.0,9.0,,7.7730935185,8.084,7.5595,Sim,8.8,Escola Pública,7.5,7.5,8.417,6.8,4.0,nan,Ametista,Ametista,nan,Topázio,nan,7.7,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não atendido,F,8.084,nan,1,0.0,2.0,2.0,0.0,3.0,0.0,0.0
2021,,,0,Cursando,Avaliador-21,Avaliador-20,Avaliador-1,Avaliador-26,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Donizetti Aparecido Leite Professor,2.0,Fase 4 (9° ano),Feminino,7.5,10.0,4.2,14.0,3.1,,5.683064815,5.261,6.633,nan,6.0,Pública,6.4,6.3,6.1,3.0,4.0,Ágata,Ametista,Quartzo,Ágata,Quartzo,Agata,3.5,nan,nan,,,nan,4M,5.683064815,Ágata,1,1.0,2.0,0.0,1.0,0.0,1.0,1.0
"202300,00%",,,0,,Avaliador-13,Avaliador-3,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,ALFA (1° e 2° ano),Masculino,0.0,10.0,8.6,7.0,9.1,7,7.7730935185,7.306,7.5595,nan,6.7,Pública,5.6,2.5,8.835,8.7,2.0,nan,Ametista,Ametista,nan,nan,nan,8.5,nan,nan,nan,nan,nan,ALFA S - G2/G3,7,nan,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2022,2010,,0,,Avaliador-4,Avaliador-2,nan,nan,,,172.0,724.0,10.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1.0,Fase 3 (7º e 8º ano),Feminino,9.0,5.0,1.9,12.0,9.0,,7.7730935185,6.026,7.5595,Não,6.7,Escola Pública,7.5,6.9,6.25,2.0,2.0,nan,Ametista,Ametista,nan,Ágata,nan,1.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,nan,Sem limitações,G,6.026,nan,1,0.0,2.0,2.0,0.0,1.0,0.0,0.0
"202100,00%",,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Masculino,9.0,5.0,8.6,13.0,9.1,8,7.7730935185,8.339,7.5595,nan,6.7,Pública,8.3,7.5,8.563333333,8.8,3.0,nan,Topázio,Ametista,Topázio,Topázio,nan,8.3,nan,nan,nan,nan,nan,2M,8,nan,0,0.0,3.0,2.0,3.0,3.0,0.0,0.0
2022,2011,,0,,Avaliador-4,Avaliador-2,Avaliador-15,nan,,,42.0,184.0,6.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,1.0,Fase 2 (5º e 6º ano),Masculino,9.0,5.0,8.4,12.0,8.9,,7.7730935185,7.857,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.056,8.0,3.0,nan,Ametista,Ametista,nan,Ametista,nan,8.8,Promovido de Fase,Promovido de Fase,Promovido de Fase,nan,Sem limitações,B,7.857,nan,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2023,,,0,Cursando,Avaliador-18,Avaliador-17,Avaliador-15,Avaliador-2,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Luiz Schunck,2.0,Fase 1 (3° e 4° ano),Feminino,9.5,10.0,7.0,12.0,9.8,,8.0,7.306,8.818,nan,6.7,Pública,8.1,7.5,8.0,7.5,4.0,nan,Ametista,Topázio,nan,nan,Topázio,6.5,nan,nan,,,nan,1R,8.0,nan,1,0.0,2.0,3.0,0.0,0.0,3.0,0.0
